"","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_symbol"
"C53H9.3",398.24368224372,0.974848025375369,0.588269141995798,0.00335987456745199,0.0771599101246242,"C53H9.3"
"C53H9.2",4654.18570118282,0.174934805468225,0.137681324582063,0.144701430792671,0.441734887585154,"C53H9.2"
"C53H9.1",132622.850021597,0.245421682209206,0.29877466016096,0.12846143335892,0.420608589249487,"C53H9.1"
"M01D7.6",757.117388442188,0.388927150938645,0.259402902389665,0.0321098888351919,0.243880142676786,"M01D7.6"
"M01D7.5",2177.25249709271,0.579897689016919,0.344935094688178,0.00982608709544966,0.141473085787991,"M01D7.5"
"M01D7.9",5.29380276339771,-0.00890403101138476,0.279572129168935,0.885464622002816,0.954407474143475,"M01D7.9"
"Y71G12A.4",24.2770201507678,-0.0562121399225495,0.280894321820342,0.367738905570292,0.661662015033094,"Y71G12A.4"
"Y71G12A.2",522.56730463746,-0.108761798499808,0.176070538362577,0.433183815785403,0.70694796943518,"Y71G12A.2"
"Y51F10.7",2561.74662421089,0.162669445044006,0.175627750227047,0.243597043701543,0.550882627454825,"Y51F10.7"
"Y51F10.4",862.591088122864,-0.0309771431244274,0.206137398445904,0.822759727377553,0.927648138351086,"Y51F10.4"
"Y51F10.11",206.407583139209,-0.102411168183162,0.26681086780617,0.397626471718357,0.682194676969324,"Y51F10.11"
"Y51F10.3",821.43488827515,0.0294347417928193,0.242410466055239,0.810404336233192,0.921709509968647,"Y51F10.3"
"Y51F10.2",170.258641680239,0.012021592958632,0.222905656591972,0.906311047397791,0.96243264733971,"Y51F10.2"
"Y20F4.2",1332.5773815276,-0.0208298523636434,0.189224382584514,0.882748312578973,0.954082438903767,"Y20F4.2"
"Y20F4.8",31.6100746250684,-0.0664076172075968,0.288582263427049,0.101660978607146,0.38146680231855,"Y20F4.8"
"Y37E3.1",724.778426125693,0.291468379513868,0.284327168027145,0.0934064478854005,0.37045914575608,"Y37E3.1"
"Y37E3.3",817.68880424574,0.265142380488981,0.355330586371369,0.0920209428261395,0.368252229183143,"Y37E3.3"
"Y37E3.4",3069.54223381741,0.384288188556852,0.399273256952157,0.0464149396438083,0.27946714781546,"Y37E3.4"
"Y37E3.5",12771.1668857776,0.345633771892231,0.456052681813732,0.045958703668884,0.278994902142838,"Y37E3.5"
"Y37E3.7",110626.79053599,0.284556453860035,0.374805515862916,0.0764599484083313,0.339344714845965,"Y37E3.7"
"Y37E3.8",129331.393660884,0.314832797674942,0.388180865179327,0.065235778963668,0.319439661454325,"Y37E3.8"
"Y37E3.9",5361.21697834218,0.0851639214130433,0.164624823521123,0.522468453241294,0.766149136358041,"Y37E3.9"
"Y37E3.10",5390.12254252007,0.234286201997733,0.291920755113289,0.140872405575034,0.435248329283287,"Y37E3.10"
"Y37E3.19",2.77223544351711,-0.00622929213899813,0.280547205592818,0.647966470078151,NA,"Y37E3.19"
"Y37E3.16",831.566381005044,0.249765259054684,0.211292502073983,0.108910614608118,0.393690536482576,"Y37E3.16"
"Y37E3.30",258.941303326398,-0.0260402861353148,0.2400384918835,0.837877152617616,0.935536065063483,"Y37E3.30"
