"gene_symbol","lfc_treat_N2","padj_treat_N2","lfc_treat_RB","padj_treat_RB","lfc_geno_unt","padj_geno_unt","lfc_geno_trt","padj_geno_trt","lfc_gxe","padj_gxe","effect_class"
"Y48G1BL.8",-1.1153599557593,0.0925580640725626,-0.0616624442259094,0.896892334051564,-0.0468950635837082,0.775700418392594,0.0589155114034725,0.731749565067562,0.0950858553142688,0.362348748367705,"NS"
"Y48G1BM.1",-0.267119544508332,0.587746265660934,0.278418460918909,0.390844308779369,-0.123483425390852,0.748349854612524,0.122213647018892,0.659863549660576,0.376485153206962,0.293871102705087,"NS"
"Y48G1BR.1",0.364804384413729,0.297069584871595,0.216674693048826,0.422196780590085,0.0755408515196904,0.867303306809223,0.0416541817240336,0.912923352727124,-0.029886426337303,0.925784579021156,"NS"
"C53D5.2",0.0167269664242876,0.969565328586154,0.483878501692005,0.0942376241006134,-0.0684096688657699,0.906794705411009,0.178323487329106,0.498060761539824,0.343179450853707,0.318575020112789,"NS"
"C53D5.4",0.385561804969068,0.283360229555491,0.286296933311989,0.290981218962322,-0.0597964811425367,0.920481066088452,-0.0489240708487214,0.891663601360241,-0.0060023810394295,0.999686342892625,"NS"
"C53D5.1",-0.229952361790926,0.528415528273413,-0.3142095270267,0.207922346848651,0.0527214287077059,0.93584840774428,-0.0321588524455524,0.93471319596187,-0.0980053455979904,0.760633758154056,"NS"
"C53D5.5",-1.08151256039439,0.000573452699629783,-0.840110556660495,0.00396441081088304,-0.44512979801214,0.207647189318413,-0.213923424338556,0.412193849961365,0.0568766521120474,0.857247269349147,"Treatment"
"C53D5.6",0.432017579973631,0.0473197436248642,0.543489869921098,0.0041499517611006,-0.10537137858965,0.808068535659013,0.00361845232471947,0.993299307345518,0.109746873476677,0.701985852296187,"NS"
"Y48G1A.5",-0.265582911405646,0.60156238393536,-0.0124103621382841,0.976927240940523,-0.290744272722152,0.389471823146762,-0.107658598177875,0.69624748373296,0.0905873515773526,0.736823770808025,"NS"
"Y48G1A.4",-0.0705336539244586,0.864248045834354,0.0237096923212589,0.945629535674137,-0.0218288800842094,0.972932354511093,0.0278330330902801,0.943236547473221,0.0604455620488193,0.853815012379621,"NS"
"Y48G1A.3",-0.103263840071492,0.810122015995047,-0.03748161174073,0.912178039645706,-0.00126004095954656,0.996980653205061,0.0194113139702102,0.960565875541326,0.0322671518602544,0.939218220674605,"NS"
"Y48G1A.6",-0.65101266444451,0.134749698853906,-0.493218372800534,0.137587530087938,0.0790742322603271,0.863138821169728,0.0655402124934601,0.831982629053564,-0.000733056898702166,0.996577603706909,"NS"
"Y48G1A.2",0.112099970011746,0.860938696976409,0.112607242523155,0.77608645013608,0.0514108049913281,0.915065375123728,0.0663236989947094,0.814959668862877,0.0185288035575872,0.948398512214498,"NS"
"Y48G1A.1",-0.95275548295568,0.00456386365198634,-0.706904956516649,0.0184340477758117,-0.0716087223158787,0.892966438773861,-0.0167793956742514,0.966852090124988,0.0503115239972638,0.880612322986894,"NS"
"R119.7",-0.237973719020957,0.520651639839133,-0.148026979860278,0.592492288486102,-0.298851992300154,0.379468777763917,-0.199164550694147,0.436419386277124,0.0251944111165801,0.96273187000735,"NS"
