,Temperature,B3,B4,B5,B6,B7,B8,B9,B10,C3,C4,C5,C6,C7,C8,C9,C10,D3,D4,D5,D6,D7,D8,D9,D10,E3,E4,E5,E6,E7,E8,E9,E10,G3,G4,G5,G6,G7,G8,G9,G10,H3,H4,H5,H6,H7,H8,H9,H10
,77,7.63400317322453,174.253181709872,152.18807666587,158.541999169121,305.785111669341,315.105451904755,344.915420046526,0.998455889822708,52.0799263715679,334.500442116926,339.913654923035,343.027595331259,335.100779228674,336.219812752253,336.976993079676,7.71536584471392,1.4053121248927,441.788262694566,463.966925212938,429.039626377516,712.975880705156,738.343665017515,714.608075125396,1.67032586366111,87.8108045916572,1376.65795547448,1451.31845599972,1450.37962464123,1595.14865209934,1628.2498766002,1637.8642545727,51.596866559351,2.37259102046056,415.576253550529,496.544462035742,460.723404087539,552.816650457847,534.462976962868,525.062900103765,58.5509013912053,416.052062384379,338.986155769193,334.272783387892,340.383938031557,413.543834221647,451.815459770575,445.795265055432,675.745528212738
,77.5,6.93796186112428,149.736295140364,128.971180661598,137.903226549036,355.415282323611,334.867867682484,414.712756062731,0.632948009453685,28.4027171650155,355.771104180767,361.70032420285,367.733399884246,355.50857218271,359.296746421384,359.74884298213,2.17889029850721,1.41526312846207,264.966421022141,282.328439451413,264.394410116178,403.673006972302,418.251285854052,399.942497727391,1.59509306401429,45.1625053463255,1393.75864366244,1478.16809642152,1477.66573714975,1623.41083151165,1656.0779529183,1659.92350638077,20.4808129093358,1.21709263484956,272.327630029643,316.843272440743,299.554668872108,305.114770283287,288.368870772025,281.226558741845,18.0938270910321,274.096823705247,480.341970922188,470.925740263609,478.615085548454,595.450597540927,650.605999853302,640.672463839413,578.808830791123
,78,6.85917139640708,127.506292096327,110.582615459455,126.407286577065,401.003206840617,356.707478382182,477.858378189426,1.4989704998768,11.376915888153,385.489639493609,390.417792474299,398.560115060243,389.279323686059,397.94937231501,398.442324266697,0.915868456532337,1.32055138499902,141.935272202389,151.417909727424,153.647815507526,195.389514804831,203.333368455992,191.028131985135,1.76480055813505,18.0219097236144,1260.1655481323,1344.35540475576,1344.68340966585,1492.74712521077,1521.78502646232,1521.89100615287,7.50868300771668,0.383562033446026,191.530222026219,205.688308061889,207.038472318344,140.348137999041,128.58582398701,123.676129641142,2.93741426843252,158.888058746124,675.470841031552,662.272342105239,673.40516971916,824.614608596289,899.357300842576,880.845436742955,442.657260103006
,78.5,6.34283184685091,109.278503253477,95.052795017031,119.010384546668,438.107593109433,388.227390338552,528.791017575949,1.7836236738068,1.95573879266408,461.030216860854,459.609782902667,468.786409674061,484.570316647061,503.114868838163,503.632342895432,1.30779232498668,1.14885445361961,90.0025312082583,90.034886998032,112.578217863117,71.4655652374239,75.9646838141712,68.9334704928273,1.8182495418352,6.32631059782369,1012.71998314531,1085.31314189694,1087.45042157411,1228.70166951111,1252.88431825644,1250.04253173083,4.07833319287641,-0.282292387557391,163.900013812924,159.328043955238,172.10957737498,48.9600439013281,42.4390852796134,39.0979395270637,0.564916921649285,77.1384147130345,893.849180330848,882.204383433118,897.225743640655,1062.5388635603,1156.68811534769,1124.57247236804,298.950483215892
,79,5.76142546829817,95.8118123245409,81.3826301256231,109.415279834681,451.986947386614,416.412670290231,536.37929941033,1.23516867870541,-0.254999106209254,625.223481581166,614.992146179225,623.213555281412,675.276429477198,705.356660882598,705.809631248537,1.27526839705627,1.3413917882458,85.4267556500878,80.4553811830328,114.788240046874,16.5789288956531,19.1999768576224,16.4791954627138,1.85204286885562,3.75573304709377,709.52099247976,763.52488139916,765.530621073807,883.723453109985,901.764726574404,898.632702092869,2.6736489705039,0.298448697311301,151.130238021034,141.431985890371,157.986076000452,12.9453782026104,10.9282148350344,9.45663756997141,0.0211168675800764,30.9608022068443,1084.32409115801,1079.48644437162,1097.73433980933,1242.62448939061,1349.67177662031,1299.59920098777,179.523219499334
,79.5,5.49495300458335,84.6819286412228,71.0166195182594,99.9140130398533,407.046211422959,412.982289837461,483.79158733529,1.24897557029317,0.0750456897189338,864.685682334328,853.493780097033,861.388029534736,941.315791110994,977.897471327703,979.609625862692,1.05674956898446,1.41569397375679,88.4307587401584,83.3505954710675,121.90676227527,4.50311643897874,6.73851620765396,5.42670732542121,2.21285297374033,3.08603189449252,427.413495296078,462.206349539848,462.244360097644,551.874090854354,563.178080642416,561.760277046957,2.23275481742519,0.698025854005778,122.946895721728,116.633982963243,131.509798949638,5.33463477963602,5.17053052804721,5.26091866679684,0.275193012398177,13.3955674811851,1183.95968024835,1189.24999890243,1210.40449034109,1301.62042251737,1409.54141766196,1343.68039349603,92.9983614746606
,80,5.08913711399424,74.368438524102,63.3708679253946,92.4862516585378,323.586558404285,386.512759055511,404.972644868129,1.06786189706509,-0.220916436323478,1117.64190806674,1114.66703821323,1125.4245642175,1228.51305396705,1265.67788194767,1267.45737251392,1.62247676761416,1.17897594648002,85.2663405749529,80.9870330399209,119.136815506144,4.36940231705961,6.51678633460841,5.44555575867008,2.10467188178444,2.60454634983961,220.289206692463,238.006843995525,237.637791426245,299.757784950656,306.515219970516,305.835762816136,2.55285928924076,0.212843865058403,86.6402190516251,84.0573233296686,95.124023478556,4.31911129978772,4.10231377252609,4.59861478560816,0.412081567970233,8.2073512962441,1154.38032355133,1172.2873346699,1194.02487672018,1221.18909095287,1318.5297828051,1245.32695589658,40.3750376027344
,80.5,4.88674684936592,64.1941400199585,56.0269557479719,84.4846900117562,242.616958541798,346.249506643929,319.560667051806,0.270189267783792,-0.279204432168058,1324.60717552497,1337.4552138328,1351.55867058285,1465.84726204792,1496.32947406309,1497.37190007373,1.59560100124588,0.752886616954129,72.5480227434527,69.7946553099532,100.914280128319,4.40500185813369,5.66393592895332,5.55406848284582,1.65737335671105,2.2755834365683,95.0327545936395,100.646033355887,99.284917897564,133.396467390931,137.306502294013,136.774873714251,2.20973581404871,0.231146888194417,55.1031654373572,55.0455902588812,62.6696914615152,3.7467951537073,3.19161492147134,4.38223922228457,0.542108508649562,6.32422198119559,1001.8027674821,1030.08009460334,1049.90526849173,1023.22843859693,1102.33751497641,1030.32413992973,17.6205106704471
,81,5.14833356285067,53.1537857856177,47.2334488370793,73.0630343643083,158.579000919481,277.192723337966,218.47305595291,0.0057218068450311,0.0990941815206838,1407.81883447367,1447.05145384834,1464.78327303765,1551.13796692869,1564.12421774939,1566.05656656102,0.750049724549285,0.546913138445234,53.0163004680687,52.6992255848699,73.787825162186,4.86020350840579,4.49706044619029,4.87189292256915,1.82140459194801,2.05248676675262,36.3262379241102,36.4940972504607,32.3771828394599,44.1402016298442,45.6142627920826,45.4633003903217,1.6281776681173,0.717707956251672,28.6026653772288,30.7718384193047,36.1357267905132,3.05468129274226,2.87034036516178,4.53213724316538,1.89642998589215,5.27576158816885,767.714303063061,798.949622724878,816.352861107113,756.688685654146,813.555883093944,751.418265381669,10.6806819738256
,81.5,5.7939787069372,41.2055393099816,37.3081927279418,60.2712155703424,81.7400096312079,196.195999611299,128.811726532721,0.347884309687288,0.741765002449199,1293.92659416881,1360.14721526295,1382.41840752325,1424.88779267769,1418.13804982088,1420.97853552453,1.04658722102062,0.457139730533186,34.7128817770894,36.2108199011245,48.0618258122249,4.80360663406759,3.71809312868254,4.4999032359238,1.51658369036949,1.80531803658681,19.4321431931875,17.8559195841618,13.7112437317206,12.6314401764708,12.5288035538641,12.1083202561818,1.81492999402417,0.452633378706082,10.5711143211295,13.6261025575385,16.9680251644568,2.55774941290514,2.85595180163745,4.45026108235902,2.5952461511547,4.47880415194965,516.783607936867,543.975860442871,558.993166038419,492.19460597939,527.328923889295,481.965228137935,7.99667174233321
,82,5.97891171715588,28.4472865231513,27.1272074880684,46.7722358154289,39.9828899128525,129.436272750025,75.0447400236934,0.388058673446665,1.63914321523521,1019.23968062405,1094.85883941406,1117.72678375158,1136.91285295151,1118.48474072231,1120.48142183478,1.89838525131455,0.369327120474736,19.4615864820705,21.792305969647,25.6481032971261,4.31693204029023,3.16225732807868,4.68396493083009,0.984043223042192,1.4155685061254,16.5936706836534,14.2912901588796,11.4234967656233,7.66567999325332,6.70894247688364,6.32516551986475,1.97802877210802,0.247918757067964,4.35747941803271,6.3283775645055,8.64862333188876,2.99593600873857,3.10039065189125,3.85349718318298,2.17708116143922,4.95130421795346,307.226804940978,327.009101378738,339.32588291578,286.723989325354,305.410352689695,277.531514926406,6.79127986454398
,82.5,5.67795480190063,17.0529111437642,17.5091611234007,31.6412811522933,21.8232881361399,74.6398605716078,38.7168128498994,0.226723701737285,2.19728395314894,700.76613636333,768.817913254473,786.044776908603,789.059897913828,766.349270864127,767.960565445831,1.75923349521042,0.555624804462923,7.7415981802709,10.1602433220744,9.38730652515983,4.39343041628797,3.26348601105929,4.33938497532421,1.14338265398538,0.925655732610437,14.1431782017593,12.5917863976696,9.52191763725557,7.61841078272153,5.88674295083962,6.51389299297648,1.10191194251428,0.814939577324651,4.04691515187727,5.24927129390846,7.12927758773202,3.53119986820872,3.38967306365055,3.35416244802599,2.25941470936658,5.45199045042244,165.932054249326,177.07151835013,187.794439863217,155.958751627768,164.838704531124,150.041068558666,5.84906368969251
,83,5.86369137559944,8.93942208765611,9.90944017865519,18.3579983908991,8.2956270490219,32.1952506397571,11.4113083105205,0.999221651252526,2.07335670609473,413.231399671687,465.594483028193,476.286192458763,467.439689879502,446.458455323346,448.506235939187,1.85634176322117,1.16629284484861,2.63330399807955,4.01514706203074,2.81713745338669,4.63603628843975,4.00875970073537,3.55695521084408,1.32114135135765,0.828542899133083,11.2567398522166,10.5526498363078,7.94758604851359,7.88698546983812,5.69019819592091,7.01094646314363,0.660249113513601,1.0473901756227,3.47542334457319,5.02554288066881,5.77755872037926,3.36440793709033,4.06689280444596,3.17805253604035,2.43268670128867,5.01528949385227,92.6200802644793,96.1683652100022,107.080666829885,92.1796449021946,95.7595239620524,89.8702088012057,5.2590448867951
,83.5,6.09886210319502,4.06866728215152,5.43738895504396,9.97088833084803,3.07021482284568,10.8013295108327,1.81776599555843,1.96323137161045,2.37988713210592,196.727825004158,228.487472871844,233.41137556479,231.898564185217,217.87409612703,219.131491847613,2.45142678629264,1.67989428752912,2.4544055835496,2.50235237591858,2.17108528914332,4.08829013469278,4.64953872305881,3.73817175334557,1.09376794115229,0.672074680523224,8.22689506997881,7.27422798975931,6.79827845291845,7.60388672961437,5.47488072444372,7.30316364288564,1.07153982245256,1.25389287289602,2.64934700386306,4.55871726851058,4.46982134081287,3.29005509722964,4.40449625553271,2.78409164198331,1.45252119017567,4.61909617493296,71.7627862074746,70.8494551237008,82.6306257765993,77.7531443662551,79.6189461224027,78.0745157456333,5.2758056345977
,84,5.70172838017845,2.05477039856072,3.04618171518365,5.10183724443931,3.38396576969984,4.09023205249872,2.49144855012349,2.08204701049226,2.07325079121773,85.0644339898821,97.1085545953698,96.1872971163237,109.091213038546,103.124411483389,102.791170680434,1.97699751192391,1.57797464069313,2.55095783625092,1.78515843702843,2.02267284453904,3.25049920960601,4.68820688359779,3.71790595073361,1.49773385655237,0.547344289922592,5.49261586423427,4.48461623274216,4.73490231845199,7.14519047315162,5.3977935638103,7.51637664743436,1.099543478599,1.54271233836414,1.42264979749149,3.61263917277438,3.59585151111253,3.38055045573299,3.6419056930352,2.12016065709321,0.707475579035417,4.59197426170584,77.8918002442193,75.8416592656936,88.4301439783711,88.1380584414432,91.3890239628126,90.2574831381559,5.26006027906385
,84.5,5.9088545798287,2.10569073528376,2.26535311151173,2.51828536607508,2.38440274963665,2.630886570911,2.16439106921354,2.19514766805014,1.13995524780455,59.283937317823,60.7798459950155,56.6699024587087,72.9924867111385,71.7433047548943,70.6996967583004,1.1492177509686,1.69025525175346,2.73182482743954,1.0075165080379,1.92071586461134,2.88927375862465,4.27372994855966,3.23527194769974,1.91819876097242,1.34130980119943,3.83688681053945,3.4832240363325,2.82568727065626,6.76460938795765,5.8515702117146,7.91726282882615,1.14642799755939,1.54997592510637,0.650384357211635,2.99940789039061,3.20118962082984,2.88810402980971,2.62755234573876,1.88648537053535,0.509213301637601,3.91485435033189,91.7995204104419,89.8939794780533,103.672214401698,105.034916655207,110.562441883673,107.967254569719,5.29047829354795
,85,6.87342756272284,2.52451597303525,2.57924410044581,2.21237271379573,2.81291617648054,2.92854514401546,2.15990404191649,2.63916247346896,1.22607228850956,63.1411276903471,62.5096913768359,57.8638402043256,75.5307383064954,75.8658296030774,74.9722211783302,1.02860769425513,1.93527467296957,2.88965832872861,0.8267470241978,1.86320364414922,1.72222833365311,3.37883603363042,3.27333104014008,1.78577297328201,1.88876293531177,3.02517163060219,2.60364392812608,1.84220815668726,6.17401248530962,6.05500402520806,7.62182200544009,1.7032448305855,1.48820268331497,0.44736823022356,2.87031492800747,2.74355258597973,2.33032979231734,2.22668108603295,2.07872580568903,0.419051521317954,3.3157779341758,106.100102990617,104.47858031213,119.626782564936,121.359187838783,128.745780131921,124.449433463328,5.6501299809741
